FID,LATITUDE,LONGITUDE,POCO,POCO_OPERA,BACIA,CAMPO,BLOCO,UF,TIPO,OPERADORA,RESULTADO,Acidente_mecanico,INICIO,TERMINO,CONCLUSAO,Concl_ano,platafor,ano_fabric,ID,Plataforma_nome,Lata_Velha
125,-23.04656111,-40.67741389,4-BRSA-992-RJS,4CPU3RJS,Campos,CARAPICU,,RJ,exploratorio,PETROBRAS,seco sem indicios de petroleo,,10/4/2011,11/2/2011,11/16/2011,2011,,0,0,,
126,-21.56332056,-40.56718611,1-BRSA-885-RJS,1RJS679,Campos,,C-M-96,RJ,exploratorio,PETROBRAS,seco sem indicios de petroleo,,11/4/2010,1/2/2011,1/26/2011,2011,,0,0,,
127,-23.05160417,-40.568705,1-BRSA-807DA-RJS,1CPU2DARJS,Campos,CARAPICU,BC-30,RJ,exploratorio,PETROBRAS,seco sem indicios de petroleo,,2/22/2010,7/1/2010,7/1/2010,2010,,0,0,,
128,-22.79253056,-40.63225694,4-BRSA-896A-RJS,4BO26ARJS,Campos,BONITO,BO,RJ,exploratorio,PETROBRAS,seco sem indicios de petroleo,,12/5/2010,1/1/2011,1/11/2011,2011,,0,0,,
129,-21.78502194,-39.68562917,1-BRSA-847-ESS,1ESS196,Campos,,C-M-151,Espirito Santo,exploratorio,PETROBRAS,seco com indicios de oleo e gas,,7/2/2010,4/29/2011,5/14/2011,2011,,0,0,,
130,-23.92901056,-41.68130306,1-BRSA-557-RJS,1RJS649,Santos,,S-M-172,RJ,exploratorio,PETROBRAS,seco com indicios de oleo e gas,,12/11/2007,3/15/2008,3/29/2008,2008,,0,0,,
131,-23.49336361,-41.11395694,3-BRSA-715D-RJS,3PPT2DRJS,Campos,PAPA-TERRA,BC-20,RJ,exploratorio,PETROBRAS,seco com indicios de oleo e gas,,3/8/2009,6/8/2009,6/8/2009,2009,,0,0,,
132,-24.67420111,-44.27173333,1-BRSA-780-SPS,1SPS70,Santos,,S-M-405,SP,exploratorio,PETROBRAS,seco com indicios de oleo,,11/7/2009,12/23/2009,1/7/2010,2010,,0,0,,
133,-26.37185833,-45.01413,1-BRSA-757B-SPS,1SPS68B,Santos,,BM-S-17,SP,exploratorio,PETROBRAS,seco com indicios de oleo,,7/30/2009,11/8/2009,12/7/2009,2009,,0,0,,
134,-20.081035,-39.29320583,4-BRSA-465-ESS,4ESS170,Espirito Santo,CANAPU,BES-100,Espirito Santo,exploratorio,PETROBRAS,seco com indicios de oleo,,11/24/2006,3/1/2007,3/12/2007,2007,,0,0,,
135,-25.66892583,-45.70585528,4-BRSA-679-SPS,4SPS62,Santos,,BM-S-3,SP,exploratorio,PETROBRAS,seco com indicios de gas,,11/8/2008,12/30/2008,1/10/2009,2009,,0,0,,
136,-22.88359111,-40.57240417,4-BRSA-918-RJS,4ESP49RJS,Campos,ESPADARTE,ESP,RJ,exploratorio,PETROBRAS,seco com indicios de gas,,2/7/2011,2/27/2011,3/14/2011,2011,,0,0,,
137,-25.59321028,-45.69459639,4-BRSA-676-SPS,4SPS61,Santos,,BM-S-3,SP,exploratorio,PETROBRAS,seco com indicios de gas,,10/28/2008,12/26/2008,1/9/2009,2009,,0,0,,
138,-22.17356972,-40.50453056,1-BRSA-562B-RJS,1RJS653BRJS,Campos,,C-M-231,RJ,exploratorio,PETROBRAS,seco com indicios de gas,,1/15/2008,2/25/2008,3/9/2008,2008,,0,0,,
139,-19.83839639,-39.49513861,1-BRSA-585-ESS,1ESS182,Espirito Santo,,ES-M-466,Espirito Santo,exploratorio,PETROBRAS,seco com indicios de gas,,2/13/2008,3/23/2008,4/6/2008,2008,,0,0,,
140,-20.21719167,-39.49944778,1-BRSA-878-ESS,1ESS201,Espirito Santo,,ES-M-523,Espirito Santo,exploratorio,PETROBRAS,seco com indicios de gas,,10/13/2010,11/21/2010,12/8/2010,2010,,0,0,,
141,-25.01228,-45.43403667,1-BRSA-841-SPS,1SPS73,Santos,,S-M-613,SP,exploratorio,PETROBRAS,seco com indicios de gas,,6/18/2010,9/20/2010,10/1/2010,2010,,0,0,,
142,-27.00853028,-46.83582278,1-BRSA-635-SCS,1SCS14,Santos,,BM-S-12,SC,exploratorio,PETROBRAS,seco com indicios de gas,,7/3/2008,8/20/2008,9/2/2008,2008,,0,0,,
143,-23.96705583,-42.33127833,1-BRSA-555-RJS,1RJS650,Santos,,S-M-166,RJ,exploratorio,PETROBRAS,seco com indicios de gas,,12/12/2007,4/20/2008,5/3/2008,2008,,0,0,,
144,-24.90720306,-45.32050556,1-BRSA-642-SPS,1SPS59,Santos,,S-M-557,SP,exploratorio,PETROBRAS,seco com indicios de gas,,7/29/2008,11/16/2008,12/4/2008,2008,,0,0,,
145,-25.62523139,-45.52988306,3-BRSA-880A-SPS,3GMA1ASPS,Santos,GUAIAMA,BM-S-3,SP,exploratorio,PETROBRAS,seco com indicios de gas,,10/22/2010,12/14/2010,12/26/2010,2010,,0,0,,
146,-24.49900278,-44.20287917,6-BRSA-701DP-SPS,6MXL12DPSPS,Santos,MEXILHAO,BS-400,SP,exploratorio,PETROBRAS,seco com indicios de gas,,12/28/2008,1/14/2009,1/30/2009,2009,,0,0,,
147,-27.13641833,-46.63255722,3-BRSA-957-SCS,3SCS15,Santos,PA-1BRSA617SCS-BM-S-12,BM-S-12,SC,exploratorio,PETROBRAS,seco com indicios de gas,,7/10/2011,5/13/2012,5/28/2012,2012,,0,0,,
148,-25.90298278,-45.96055944,3-BRSA-884-SPS,3PRC3SPS,Santos,PIRACUCA,BM-S-7,SP,exploratorio,PETROBRAS,seco com indicios de gas,,11/3/2010,4/11/2011,5/21/2011,2011,,0,0,,
149,-24.51521194,-44.31474222,4-BRSA-717-SPS,4MXL15SPS,Santos,MEXILHAO,BS-400,SP,exploratorio,PETROBRAS,seco com indicios de gas,,3/17/2009,5/7/2009,5/19/2009,2009,,0,0,,
150,-26.16481111,-46.42427778,1-BRSA-911-SPS,1SPS80,Santos,,S-M-1163,SP,exploratorio,PETROBRAS,seco com indicios de gas,,1/21/2011,3/7/2011,3/21/2011,2011,,0,0,,
151,-26.60634222,-45.89772472,1-BRSA-798-SPS,1SPS72,Santos,,S-M-1356,SP,exploratorio,PETROBRAS,seco com indicios de gas,,1/14/2010,2/7/2010,2/10/2010,2010,,0,0,,
152,-21.59716167,-40.7114975,1-BRSA-858-RJS,1RJS671,Campos,,C-M-95,RJ,exploratorio,PETROBRAS,seco com indicios de gas,,8/4/2010,9/5/2010,9/23/2010,2010,,0,0,,
153,-24.36296083,-42.20160722,1-BRSA-886-RJS,1RJS672,Santos,,S-M-330,RJ,exploratorio,PETROBRAS,seco com indicios de gas,,11/6/2010,5/2/2012,6/5/2012,2012,,0,0,,
154,-24.4257025,-44.27392639,1-BRSA-707-SPS,1MXL16SPS,Santos,MEXILHAO,BS-400,SP,exploratorio,PETROBRAS,seco com indicios de gas,,1/25/2009,3/2/2009,3/13/2009,2009,,0,0,,
155,-19.57029667,-39.23874167,4-BRSA-620-ESS,4PER5ESS,Espirito Santo,PEROA,PER,Espirito Santo,exploratorio,PETROBRAS,produtor subcomercial de oleo e gas,,5/29/2008,6/25/2008,8/3/2008,2008,,0,0,,
156,-22.73619306,-40.67443,3-BRSA-610-RJS,3BI24RJS,Campos,BICUDO,BI,RJ,exploratorio,PETROBRAS,produtor subcomercial de oleo e gas,,5/2/2008,5/19/2008,5/19/2008,2008,,0,0,,
157,-24.20968806,-42.72661861,4-BRSA-508-RJS,4TBU1RJS,Santos,TAMBAU,BS-500,RJ,exploratorio,PETROBRAS,produtor subcomercial de oleo e gas,,6/29/2007,9/1/2007,12/7/2007,2007,,0,0,,
158,-19.53885639,-39.08140528,1-BRSA-719-ESS,1ESS187,Espirito Santo,,ES-M-414,Espirito Santo,exploratorio,PETROBRAS,produtor subcomercial de oleo,,3/22/2009,7/31/2009,11/23/2009,2009,,0,0,,
159,-22.90755194,-40.69679389,1-BRSA-805-RJS,1RJS669,Campos,,C-M-401,RJ,exploratorio,PETROBRAS,produtor subcomercial de oleo,,2/4/2010,2/26/2010,7/7/2010,2010,,0,0,,
160,-22.90762444,-40.53303417,3-BRSA-435D-RJS,3ESP22DRJS,Campos,ESPADARTE,ESP,RJ,exploratorio,PETROBRAS,produtor subcomercial de oleo,,8/3/2006,8/23/2006,1/26/2007,2007,,0,0,,
161,-22.119575,-39.72479444,6-BRSA-811D-RJS,6ABL57DRJS,Campos,ALBACORA LESTE,ABL,RJ,exploratorio,PETROBRAS,produtor subcomercial de oleo,,2/26/2010,6/6/2010,6/27/2010,2010,,0,0,,
162,-20.12425972,-39.62299,3-BRSA-703-ESS,3GLF25ESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,exploratorio,PETROBRAS,produtor subcomercial de oleo,,1/9/2009,2/6/2009,2/16/2009,2009,,0,0,,
163,-25.805405,-43.84943917,4-BRSA-946C-SPS,4SPS71C,Santos,PA-1BRSA532ASPS-BM-S-8,BM-S-8,SP,exploratorio,PETROBRAS,produtor subcomercial de oleo,,7/26/2011,11/4/2011,12/7/2011,2011,,0,0,,
164,-20.11541028,-39.63078361,4-BRSA-626-ESS,4GLF23ESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,exploratorio,PETROBRAS,produtor subcomercial de oleo,,6/15/2008,7/4/2008,12/8/2008,2008,,0,0,,
165,-19.94864806,-39.49876278,4-BRSA-444A-ESS,4ESS174A,Espirito Santo,,BES-100,Espirito Santo,exploratorio,PETROBRAS,produtor subcomercial de gas e condensado,,9/20/2006,1/26/2007,5/8/2007,2007,,0,0,,
166,-25.37861306,-45.30897917,4-BRSA-560-SPS,4SPS54,Santos,,S-M-790,SP,exploratorio,PETROBRAS,produtor subcomercial de gas,,12/7/2007,1/25/2008,3/20/2008,2008,,0,0,,
167,-24.43230444,-43.11256139,6-BRSA-684P-RJS,6RJS659P,Santos,,S-M-322,RJ,exploratorio,PETROBRAS,produtor subcomercial de gas,,11/28/2008,12/7/2008,1/9/2009,2009,,0,0,,
168,-24.31610444,-42.70598778,6-BRSA-566-RJS,6URG2RJS,Santos,URUGUA,BS-500,RJ,exploratorio,PETROBRAS,produtor comercial de oleo e gas,,12/27/2007,1/29/2008,6/23/2008,2008,,0,0,,
169,-22.68339444,-40.77968778,3-BRSA-589-RJS,3ENO13RJS,Campos,ENCHOVA OESTE,ENO,RJ,exploratorio,PETROBRAS,produtor comercial de oleo e gas,,2/23/2008,3/16/2008,4/14/2008,2008,,0,0,,
170,-19.88924417,-39.61244361,4-BRSA-530-ESS,4ESS177,Espirito Santo,,BM-ES-5,Espirito Santo,exploratorio,PETROBRAS,produtor comercial de oleo e gas,,9/29/2007,11/15/2007,12/5/2007,2007,,0,0,,
171,-22.5339175,-39.89532417,9-MLL-12-RJS,9MLL12RJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo e gas,,8/15/2007,9/14/2007,9/14/2007,2007,,0,0,,
172,-20.06109333,-39.51206,7-GLF-34HP-ESS,7GLF34HPESS,Espirito Santo,GOLFINHO,,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo e gas,,1/14/2012,5/13/2012,5/13/2012,2012,,0,0,,
173,-24.29707861,-42.66244167,6-BRSA-570-RJS,6URG3RJS,Santos,URUGUA,BS-500,RJ,exploratorio,PETROBRAS,produtor comercial de oleo e gas,,12/31/2007,2/5/2008,4/13/2008,2008,,0,0,,
174,-24.29772278,-42.69487556,3-BRSA-545-RJS,3URG1RJS,Santos,URUGUA,BS-500,RJ,exploratorio,PETROBRAS,produtor comercial de oleo e gas,,11/12/2007,12/4/2007,12/21/2007,2007,,0,0,,
175,-26.40771556,-46.526295,3-BRSA-694-SPS,3SPS63,Santos,PIRACABA,S-M-1288,SP,exploratorio,PETROBRAS,produtor comercial de oleo,,12/16/2008,12/31/2008,1/8/2009,2009,,0,0,,
176,-22.446375,-40.03383611,7-MRL-194HP-RJS,7MRL194HPRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/15/2008,8/31/2008,10/3/2008,2008,,0,0,,
177,-22.37399333,-39.94919417,7-MLL-32HP-RJS,7MLL32HPRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/2/2007,8/31/2007,9/4/2007,2007,,0,0,,
178,-22.36421389,-40.04742222,7-MRL-200DA-RJS,7MRL200DARJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,7/30/2009,7/31/2009,9/5/2009,2009,,0,0,,
179,-22.42623611,-40.08805833,7-MRL-208HB-RJS,7MRL208HBRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,1/31/2011,1/31/2011,3/5/2011,2011,,0,0,,
180,-21.19806611,-39.96181361,9-CHT-6D-ESS,9CHT6DESS,Campos,CACHALOTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/12/2009,8/30/2009,9/3/2009,2009,,0,0,,
181,-21.23454333,-40.02167639,7-JUB-33H-ESS,7JUB33HESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,5/1/2011,6/30/2011,7/25/2011,2011,,0,0,,
182,-25.19669389,-42.90728,4-BRSA-711-RJS,4RJS647,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,2/22/2009,6/30/2009,12/1/2009,2009,,0,0,,
183,-22.58660472,-40.04495944,7-MLS-163HP-RJS,7MLS163HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/7/2010,12/29/2010,3/10/2011,2011,,0,0,,
184,-22.35892361,-39.95947028,7-MLL-42HP-RJS,7MLL42HPRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,10/25/2009,11/29/2009,2/4/2010,2010,,0,0,,
185,-22.06198611,-39.94812444,7-AB-110HP-RJS,7AB110HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/8/2009,8/29/2009,10/2/2009,2009,,0,0,,
186,-22.17810944,-39.96542861,7-AB-97HP-RJS,7AB97HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,1/26/2008,1/29/2008,2/27/2008,2008,,0,0,,
187,-21.2351,-40.02820278,7-JUB-14HA-ESS,7JUB14HAESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,11/6/2009,4/28/2010,8/29/2010,2010,,0,0,,
188,-22.36854722,-40.15928333,7-VD-17HA-RJS,7VD17HARJS,Campos,VOADOR,VD,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,1/26/2011,1/28/2011,2/28/2011,2011,,0,0,,
189,-21.31092694,-40.00684583,7-BAZ-6-ESS,7BAZ6ESS,Campos,BALEIA AZUL,,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,6/18/2011,12/27/2011,4/25/2012,2012,,0,0,,
190,-22.37918889,-40.08465278,7-MRL-206HB-RJS,7MRL206HBRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,12/1/2010,12/27/2010,3/9/2011,2011,,0,0,,
191,-22.44379667,-39.9414925,7-MLL-44HP-RJS,7MLL44HPRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,11/21/2009,12/27/2009,2/16/2010,2010,,0,0,,
192,-25.5451675,-42.80526083,9-BRSA-716-RJS,9RJS660,Santos,LULA,BM-S-11,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,3/6/2009,11/27/2009,12/31/2009,2009,,0,0,,
193,-21.31094028,-40.01507389,6-BRSA-631DB-ESS,6BAZ1DBESS,Campos,BALEIA AZUL,BC-60,Espirito Santo,exploratorio,PETROBRAS,produtor comercial de oleo,,8/15/2008,10/27/2008,1/5/2009,2009,,0,0,,
194,-20.12887583,-39.55147083,4-BRSA-528DP-ESS,4GLF22DPESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,exploratorio,PETROBRAS,produtor comercial de oleo,,9/18/2007,9/27/2007,10/4/2007,2007,,0,0,,
195,-22.79585778,-40.68070056,4-BRSA-852-RJS,4RJS673,Campos,,C-M-401,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,7/18/2010,8/27/2010,8/27/2010,2010,,0,0,,
196,-22.06314861,-39.95086167,7-AB-114H-RJS,7AB114HRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,3/22/2010,4/27/2010,5/26/2010,2010,,0,0,,
197,-24.30825361,-42.69143528,7-URG-10HP-RJS,7URG10HPRJS,Santos,URUGUA,BS-500,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,12/9/2009,12/26/2009,1/27/2010,2010,,0,0,,
198,-22.613125,-39.96655278,8-MLS-173H-RJS,8MLS173HRJS,Campos,MARLIM SUL,,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,9/24/2011,11/26/2011,12/30/2011,2011,,0,0,,
199,-24.57842944,-42.54103556,3-BRSA-944A-RJS,3RJS688A,Santos,,FRANCO,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,7/28/2011,11/26/2011,4/28/2012,2012,,0,0,,
200,-22.67737056,-40.70826889,3-BRSA-539A-RJS,3ENO12ARJS,Campos,ENCHOVA OESTE,ENO,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,11/2/2007,11/26/2007,12/12/2007,2007,,0,0,,
201,-22.57303917,-40.08196472,3-BRSA-653D-RJS,3MLS126DRJS,Campos,MARLIM SUL,MLS,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,8/17/2008,10/26/2008,11/27/2008,2008,,0,0,,
202,-22.59303972,-39.98083806,7-MLS-153H-RJS,7MLS153HRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,4/12/2011,8/26/2011,10/13/2011,2011,,0,0,,
203,-22.36894528,-40.26867278,3-BRSA-501-RJS,3VL7RJS,Campos,VIOLA,VL,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,6/1/2007,6/26/2007,7/15/2007,2007,,0,0,,
204,-22.40644472,-40.05808028,7-MRL-212HP-RJS,7MRL212HPRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,3/21/2011,3/26/2011,5/14/2011,2011,,0,0,,
205,-26.41575028,-46.48152167,3-BRSA-1024-SPS,3SPS92,Santos,,S-M-1289,SP,exploratorio,PETROBRAS,produtor comercial de oleo,,12/7/2011,12/25/2011,1/13/2012,2012,,0,0,,
206,-25.52778861,-43.43799139,3-BRSA-861-SPS,3SPS74,Santos,,BM-S-9,SP,exploratorio,PETROBRAS,produtor comercial de oleo,,8/11/2010,12/25/2010,2/10/2011,2011,,0,0,,
207,-21.95432861,-39.73443944,7-RO-112H-RJS,7RO112HRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/13/2011,9/25/2011,,0,,0,0,,
208,-22.04801833,-39.93815333,7-AB-117H-RJS,7AB117HRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,4/29/2010,5/25/2010,6/26/2010,2010,,0,0,,
209,-22.79756222,-40.76225,7-PM-52DP-RJS,7PM52DPRJS,Campos,PAMPO,PM,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/24/2008,10/24/2008,1/13/2009,2009,,0,0,,
210,-22.5543225,-40.08400333,7-MLS-169HP-RJS,7MLS169HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,7/28/2010,8/24/2010,10/8/2010,2010,,0,0,,
211,-21.21088583,-39.97132861,7-CHT-5HA-ESS,7CHT5HAESS,Campos,CACHALOTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,5/5/2008,7/24/2008,7/24/2008,2008,,0,0,,
212,-25.57178556,-42.8289025,3-BRSA-496-RJS,3RJS646,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,5/7/2007,7/24/2007,9/28/2007,2007,,0,0,,
213,-22.63033667,-40.01995611,7-MLS-177HP-RJS,7MLS177HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,6/5/2011,6/24/2011,7/23/2011,2011,,0,0,,
214,-22.61382194,-40.10451444,7-MLS-111HP-RJS,7MLS111HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,12/5/2007,12/23/2007,1/24/2008,2008,,0,0,,
215,-22.59156111,-40.16601389,7-BR-67HP-RJS,7BR67HPRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,5/2/2010,5/23/2010,5/23/2010,2010,,0,0,,
216,-22.64733556,-40.63696833,3-BRSA-596-RJS,3EN54RJS,Campos,ENCHOVA,EN,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,3/28/2008,4/23/2008,4/23/2008,2008,,0,0,,
217,-22.59537222,-40.21545556,7-BR-71HP-RJS,7BR71HPRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,10/4/2010,10/22/2010,10/22/2010,2010,,0,0,,
218,-21.26977333,-40.05157222,7-JUB-11HPA-ESS,7JUB11HPAESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/2/2009,8/22/2009,1/6/2010,2010,,0,0,,
219,-21.97057333,-39.72187389,7-RO-134DA-RJS,7RO134DARJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,4/30/2012,5/22/2012,,0,,0,0,,
220,-22.46798833,-39.93744278,7-MLL-62HPA-RJS,7MLL62HPARJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,1/12/2010,8/21/2010,10/5/2010,2010,,0,0,,
221,-24.31806694,-42.67484278,7-URG-8HPA-RJS,7URG8HPARJS,Santos,URUGUA,BS-500,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,6/25/2009,7/21/2009,9/9/2009,2009,,0,0,,
222,-25.53451889,-42.86107361,7-LL-3D-RJS,7LL2DRJS,Santos,LULA,BM-S-11,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,5/9/2011,7/20/2011,8/29/2011,2011,,0,0,,
223,-22.41333944,-40.04944833,9-MRL-201-RJS,9MRL201RJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,4/13/2009,5/20/2009,10/20/2009,2009,,0,0,,
224,-22.61369944,-40.09335417,7-MLS-115HP-RJS,7MLS115HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,4/25/2008,5/20/2008,6/26/2008,2008,,0,0,,
225,-21.19806611,-39.96181361,7-CHT-7HP-ESS,7CHT7HPESS,Campos,CACHALOTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,9/2/2009,9/19/2009,2/3/2010,2010,,0,0,,
226,-21.95432861,-39.73443944,7-RO-112HA-RJS,7RO112HARJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,10/9/2011,7/19/2012,,0,,0,0,,
227,-22.03117694,-39.94338111,7-AB-103HP-RJS,7AB103HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,6/28/2010,7/19/2010,8/20/2010,2010,,0,0,,
228,-22.60232778,-40.11211389,7-MLS-93HP-RJS,7MLS93HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,4/1/2010,4/19/2010,5/25/2010,2010,,0,0,,
229,-25.57964389,-43.50677833,1-BRSA-491-SPS,1SPS50,Santos,,BM-S-9,SP,exploratorio,PETROBRAS,produtor comercial de oleo,,4/4/2007,7/18/2007,9/15/2007,2007,,0,0,,
230,-22.709515,-40.84438944,9-BD-20HP-RJS,9BD20HPRJS,Campos,BADEJO,BD,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,3/18/2009,4/18/2009,5/13/2009,2009,,0,0,,
231,-22.11601278,-39.99964861,3-BRSA-484-RJS,3AB93RJS,Campos,ALBACORA,AB,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,3/13/2007,4/18/2007,4/18/2007,2007,,0,0,,
232,-22.9213875,-40.57748083,4-BRSA-480D-RJS,4ESP23DRJS,Campos,ESPADARTE,ESP,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,2/11/2007,4/18/2007,6/2/2007,2007,,0,0,,
233,-22.60301889,-39.96331361,7-MLS-159HP-RJS,7MLS159HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,1/30/2011,2/18/2011,4/15/2011,2011,,0,0,,
234,-25.61568639,-42.79263972,3-BRSA-883-RJS,3RJS680,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,produtor comercial de oleo,,10/28/2010,2/18/2011,3/22/2011,2011,,0,0,,
235,-22.45144917,-39.95498167,7-MLL-10HP-RJS,7MLL10HPRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,10/31/2003,12/17/2007,1/23/2008,2008,,0,0,,
236,-20.10908278,-39.49764139,7-GLF-28HA-ESS,7GLF28HAESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/10/2009,10/17/2009,11/19/2009,2009,,0,0,,
237,-21.24063583,-40.02695528,7-JUB-27HP-ESS,7JUB27HPESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,produtor comercial de oleo,,4/29/2011,6/17/2011,10/9/2011,2011,,0,0,,
238,-22.4307225,-40.01197528,7-MRL-205HP-RJS,7MRL205HPRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,6/2/2010,6/17/2010,7/7/2010,2010,,0,0,,
239,-22.04735444,-39.9499325,7-AB-108HP-RJS,7AB108HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,5/11/2009,5/17/2009,6/22/2009,2009,,0,0,,
240,-22.58138917,-40.03118389,7-MLS-157H-RJS,7MLS157HRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,8/23/2010,4/17/2011,5/29/2011,2011,,0,0,,
241,-22.41319139,-40.08776611,7-MRL-190HP-RJS,7MRL190HPRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,1/16/2008,1/17/2008,2/16/2008,2008,,0,0,,
242,-22.6164175,-40.17765111,7-BR-73HPA-RJS,7BR73HPARJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,produtor comercial de oleo,,11/12/2010,11/16/2010,11/16/2010,2010,,0,0,,
243,-21.22971806,-39.9790675,6-BRSA-639-ESS,6BFR1ESS,Campos,JUBARTE,BC-60,Espirito Santo,exploratorio,PETROBRAS,produtor comercial de oleo,,7/4/2008,11/16/2008,2/11/2009,2009,,0,0,,
